,Year,County,Property_type,mean_inventory,Median_sales_price,county_ascii,lat,lng
1302,2016,San Diego,Condo/Co-op,1727.36,405813.64,San Diego,33.0341,-116.7353
1303,2016,San Diego,Multi-Family (2-4 Unit),267.91,675386.36,San Diego,33.0341,-116.7353
1304,2016,San Diego,Single Family Residential,5319.82,606063.64,San Diego,33.0341,-116.7353
1305,2016,San Diego,Townhouse,317.82,419568.18,San Diego,33.0341,-116.7353
1306,2017,San Diego,All Residential,6384.82,584271.82,San Diego,33.0341,-116.7353
1307,2017,San Diego,Condo/Co-op,1456,429714.86,San Diego,33.0341,-116.7353
1308,2017,San Diego,Multi-Family (2-4 Unit),227.55,735813.09,San Diego,33.0341,-116.7353
1309,2017,San Diego,Single Family Residential,4422.73,652227.27,San Diego,33.0341,-116.7353
1310,2017,San Diego,Townhouse,278.55,466000,San Diego,33.0341,-116.7353
1311,2018,San Diego,All Residential,7827.82,618818.18,San Diego,33.0341,-116.7353
1312,2018,San Diego,Condo/Co-op,1870.91,437931.82,San Diego,33.0341,-116.7353
1313,2018,San Diego,Multi-Family (2-4 Unit),248.64,807971.59,San Diego,33.0341,-116.7353
1314,2018,San Diego,Single Family Residential,5280,691762.5,San Diego,33.0341,-116.7353
1315,2018,San Diego,Townhouse,428.27,529818.18,San Diego,33.0341,-116.7353
1316,2019,San Diego,All Residential,7450.73,633090.91,San Diego,33.0341,-116.7353
1317,2019,San Diego,Condo/Co-op,1912.09,447518.18,San Diego,33.0341,-116.7353
1318,2019,San Diego,Multi-Family (2-4 Unit),247.73,830022.73,San Diego,33.0341,-116.7353
1319,2019,San Diego,Single Family Residential,4825.73,703136.36,San Diego,33.0341,-116.7353
1320,2019,San Diego,Townhouse,465.18,544008.64,San Diego,33.0341,-116.7353
1321,2020,San Diego,All Residential,4950.27,686328.18,San Diego,33.0341,-116.7353
1322,2020,San Diego,Condo/Co-op,1425.36,466772.73,San Diego,33.0341,-116.7353
1323,2020,San Diego,Multi-Family (2-4 Unit),222.45,914409.09,San Diego,33.0341,-116.7353
1324,2020,San Diego,Single Family Residential,2928.91,770272.73,San Diego,33.0341,-116.7353
1325,2020,San Diego,Townhouse,373.55,581317.91,San Diego,33.0341,-116.7353
1326,2021,San Diego,All Residential,3175.45,806181.82,San Diego,33.0341,-116.7353
1327,2021,San Diego,Condo/Co-op,750.64,548954.55,San Diego,33.0341,-116.7353
1328,2021,San Diego,Multi-Family (2-4 Unit),178.64,1087727.27,San Diego,33.0341,-116.7353
1329,2021,San Diego,Single Family Residential,2030,908545.45,San Diego,33.0341,-116.7353
1330,2021,San Diego,Townhouse,216.18,680272.73,San Diego,33.0341,-116.7353
1331,2022,San Diego,All Residential,3363,1580000,San Diego,33.0341,-116.7353
1332,2022,San Diego,Condo/Co-op,695,1142500,San Diego,33.0341,-116.7353
1333,2022,San Diego,Multi-Family (2-4 Unit),163,2209500,San Diego,33.0341,-116.7353
1334,2022,San Diego,Single Family Residential,2254,1781000,San Diego,33.0341,-116.7353
1335,2022,San Diego,Townhouse,251,1315000,San Diego,33.0341,-116.7353
1336,2012,San Francisco,All Residential,876.91,815318.18,San Francisco,37.7562,-122.443
1337,2012,San Francisco,Condo/Co-op,402.36,766022.73,San Francisco,37.7562,-122.443
1338,2012,San Francisco,Multi-Family (2-4 Unit),100.91,1119250,San Francisco,37.7562,-122.443
1339,2012,San Francisco,Single Family Residential,346.73,822863.64,San Francisco,37.7562,-122.443
1340,2012,San Francisco,Townhouse,26.91,911400,San Francisco,37.7562,-122.443
1341,2013,San Francisco,All Residential,660,953159.09,San Francisco,37.7562,-122.443
1342,2013,San Francisco,Condo/Co-op,303.18,887477.27,San Francisco,37.7562,-122.443
1343,2013,San Francisco,Multi-Family (2-4 Unit),72.91,1385777.27,San Francisco,37.7562,-122.443
1344,2013,San Francisco,Single Family Residential,267.73,996590.91,San Francisco,37.7562,-122.443
1345,2013,San Francisco,Townhouse,16.18,1097081.82,San Francisco,37.7562,-122.443
1346,2014,San Francisco,All Residential,580.55,1118045.45,San Francisco,37.7562,-122.443
1347,2014,San Francisco,Condo/Co-op,269.36,1027469.64,San Francisco,37.7562,-122.443
1348,2014,San Francisco,Multi-Family (2-4 Unit),68.27,1659954.55,San Francisco,37.7562,-122.443
1349,2014,San Francisco,Single Family Residential,228.55,1156659.09,San Francisco,37.7562,-122.443
1350,2014,San Francisco,Townhouse,14.36,1278541.36,San Francisco,37.7562,-122.443
1351,2015,San Francisco,All Residential,558.45,1290272.73,San Francisco,37.7562,-122.443
1352,2015,San Francisco,Condo/Co-op,257.55,1160874.27,San Francisco,37.7562,-122.443
1353,2015,San Francisco,Multi-Family (2-4 Unit),68.09,1806727.27,San Francisco,37.7562,-122.443
1354,2015,San Francisco,Single Family Residential,215.82,1337363.64,San Francisco,37.7562,-122.443
1355,2015,San Francisco,Townhouse,17,1356024,San Francisco,37.7562,-122.443
1356,2016,San Francisco,All Residential,826.64,1331772.73,San Francisco,37.7562,-122.443
1357,2016,San Francisco,Condo/Co-op,434.09,1185136.36,San Francisco,37.7562,-122.443
1358,2016,San Francisco,Multi-Family (2-4 Unit),85.36,1984772.73,San Francisco,37.7562,-122.443
1359,2016,San Francisco,Single Family Residential,285.82,1436372.73,San Francisco,37.7562,-122.443
1360,2016,San Francisco,Townhouse,21.36,1359173.45,San Francisco,37.7562,-122.443
1361,2017,San Francisco,All Residential,760.45,1396909.09,San Francisco,37.7562,-122.443
1362,2017,San Francisco,Condo/Co-op,427.82,1222250,San Francisco,37.7562,-122.443
1363,2017,San Francisco,Multi-Family (2-4 Unit),86.73,2039150,San Francisco,37.7562,-122.443
1364,2017,San Francisco,Single Family Residential,222.45,1531168.18,San Francisco,37.7562,-122.443
1365,2017,San Francisco,Townhouse,23.45,1553750,San Francisco,37.7562,-122.443
1366,2018,San Francisco,All Residential,808.91,1502522.73,San Francisco,37.7562,-122.443
1367,2018,San Francisco,Condo/Co-op,435.73,1279389.55,San Francisco,37.7562,-122.443
1368,2018,San Francisco,Multi-Family (2-4 Unit),101.55,2108718.18,San Francisco,37.7562,-122.443
1369,2018,San Francisco,Single Family Residential,251.45,1702045.45,San Francisco,37.7562,-122.443
1370,2018,San Francisco,Townhouse,20.18,1466097.18,San Francisco,37.7562,-122.443
1371,2019,San Francisco,All Residential,861.09,1525250,San Francisco,37.7562,-122.443
1372,2019,San Francisco,Condo/Co-op,476,1326500,San Francisco,37.7562,-122.443
1373,2019,San Francisco,Multi-Family (2-4 Unit),104.45,2203704.55,San Francisco,37.7562,-122.443
1374,2019,San Francisco,Single Family Residential,257.45,1713318.18,San Francisco,37.7562,-122.443
1375,2019,San Francisco,Townhouse,23.18,1448000,San Francisco,37.7562,-122.443
1376,2020,San Francisco,All Residential,1428.55,1556045.45,San Francisco,37.7562,-122.443
1377,2020,San Francisco,Condo/Co-op,911.73,1305769.32,San Francisco,37.7562,-122.443
1378,2020,San Francisco,Multi-Family (2-4 Unit),133.09,2097590.91,San Francisco,37.7562,-122.443
1379,2020,San Francisco,Single Family Residential,355.82,1783545.45,San Francisco,37.7562,-122.443
1380,2020,San Francisco,Townhouse,27.91,1634113.64,San Francisco,37.7562,-122.443
1381,2021,San Francisco,All Residential,1243.45,1578500,San Francisco,37.7562,-122.443
1382,2021,San Francisco,Condo/Co-op,799.36,1305573.73,San Francisco,37.7562,-122.443
1383,2021,San Francisco,Multi-Family (2-4 Unit),148.73,2172727.27,San Francisco,37.7562,-122.443
1384,2021,San Francisco,Single Family Residential,285.73,1918636.36,San Francisco,37.7562,-122.443
1385,2021,San Francisco,Townhouse,9.64,1461681.82,San Francisco,37.7562,-122.443
1386,2022,San Francisco,All Residential,1624,2815000,San Francisco,37.7562,-122.443
1387,2022,San Francisco,Condo/Co-op,1080,2227500,San Francisco,37.7562,-122.443
1388,2022,San Francisco,Multi-Family (2-4 Unit),195,3750000,San Francisco,37.7562,-122.443
1389,2022,San Francisco,Single Family Residential,333,3430000,San Francisco,37.7562,-122.443
1390,2022,San Francisco,Townhouse,16,2277500,San Francisco,37.7562,-122.443
1391,2012,San Joaquin,All Residential,2156.64,178315.91,San Joaquin,37.9348,-121.2714
1392,2012,San Joaquin,Condo/Co-op,85.82,71420.41,San Joaquin,37.9348,-121.2714
1393,2012,San Joaquin,Multi-Family (2-4 Unit),94.82,125595.41,San Joaquin,37.9348,-121.2714
1394,2012,San Joaquin,Single Family Residential,1972.64,184522.73,San Joaquin,37.9348,-121.2714
1395,2012,San Joaquin,Townhouse,3.44,102605.56,San Joaquin,37.9348,-121.2714
1396,2013,San Joaquin,All Residential,1365,223850,San Joaquin,37.9348,-121.2714
1397,2013,San Joaquin,Condo/Co-op,54.82,81290.91,San Joaquin,37.9348,-121.2714
1398,2013,San Joaquin,Multi-Family (2-4 Unit),81.18,166977.27,San Joaquin,37.9348,-121.2714
1399,2013,San Joaquin,Single Family Residential,1227.64,233986.36,San Joaquin,37.9348,-121.2714
1400,2013,San Joaquin,Townhouse,1,110000.08,San Joaquin,37.9348,-121.2714
1401,2014,San Joaquin,All Residential,1740.82,266781.82,San Joaquin,37.9348,-121.2714
1402,2014,San Joaquin,Condo/Co-op,71.36,116340.91,San Joaquin,37.9348,-121.2714
1403,2014,San Joaquin,Multi-Family (2-4 Unit),91.09,199204.55,San Joaquin,37.9348,-121.2714
1404,2014,San Joaquin,Single Family Residential,1574.55,276675,San Joaquin,37.9348,-121.2714
1405,2014,San Joaquin,Townhouse,3,202300,San Joaquin,37.9348,-121.2714
1406,2015,San Joaquin,All Residential,1720.82,300318.18,San Joaquin,37.9348,-121.2714
1407,2015,San Joaquin,Condo/Co-op,71.55,125869.27,San Joaquin,37.9348,-121.2714
1408,2015,San Joaquin,Multi-Family (2-4 Unit),106.27,217800,San Joaquin,37.9348,-121.2714
1409,2015,San Joaquin,Single Family Residential,1538.73,309318.18,San Joaquin,37.9348,-121.2714
1410,2015,San Joaquin,Townhouse,4.29,204900,San Joaquin,37.9348,-121.2714
1411,2016,San Joaquin,All Residential,1513,332045.45,San Joaquin,37.9348,-121.2714
1412,2016,San Joaquin,Condo/Co-op,61.18,147241.55,San Joaquin,37.9348,-121.2714
1413,2016,San Joaquin,Multi-Family (2-4 Unit),78.73,238954.55,San Joaquin,37.9348,-121.2714
1414,2016,San Joaquin,Single Family Residential,1370.82,341772.73,San Joaquin,37.9348,-121.2714
1415,2016,San Joaquin,Townhouse,1.5,205308.33,San Joaquin,37.9348,-121.2714
1416,2017,San Joaquin,All Residential,1315.36,360181.82,San Joaquin,37.9348,-121.2714
1417,2017,San Joaquin,Condo/Co-op,42.27,176363.64,San Joaquin,37.9348,-121.2714
1418,2017,San Joaquin,Multi-Family (2-4 Unit),75.91,289863.64,San Joaquin,37.9348,-121.2714
1419,2017,San Joaquin,Single Family Residential,1193.64,371013.73,San Joaquin,37.9348,-121.2714
1420,2017,San Joaquin,Townhouse,3.6,164350,San Joaquin,37.9348,-121.2714
1421,2018,San Joaquin,All Residential,1450.45,392442.91,San Joaquin,37.9348,-121.2714
1422,2018,San Joaquin,Condo/Co-op,63.82,203340.91,San Joaquin,37.9348,-121.2714
1423,2018,San Joaquin,Multi-Family (2-4 Unit),84.91,351409.09,San Joaquin,37.9348,-121.2714
1424,2018,San Joaquin,Single Family Residential,1298.64,403068.18,San Joaquin,37.9348,-121.2714
1425,2018,San Joaquin,Townhouse,3.09,189409.09,San Joaquin,37.9348,-121.2714
1426,2019,San Joaquin,All Residential,1584.09,407704.55,San Joaquin,37.9348,-121.2714
1427,2019,San Joaquin,Condo/Co-op,76.73,205318.18,San Joaquin,37.9348,-121.2714
1428,2019,San Joaquin,Multi-Family (2-4 Unit),52.55,361136.36,San Joaquin,37.9348,-121.2714
1429,2019,San Joaquin,Single Family Residential,1449.73,415620.59,San Joaquin,37.9348,-121.2714
1430,2019,San Joaquin,Townhouse,5.22,248666.67,San Joaquin,37.9348,-121.2714
1431,2020,San Joaquin,All Residential,923.73,447204.55,San Joaquin,37.9348,-121.2714
1432,2020,San Joaquin,Condo/Co-op,51.36,243704.55,San Joaquin,37.9348,-121.2714
1433,2020,San Joaquin,Multi-Family (2-4 Unit),56.55,399436.36,San Joaquin,37.9348,-121.2714
1434,2020,San Joaquin,Single Family Residential,813.91,455995.45,San Joaquin,37.9348,-121.2714
1435,2020,San Joaquin,Townhouse,1.89,325666.67,San Joaquin,37.9348,-121.2714
1436,2021,San Joaquin,All Residential,744.36,533431.82,San Joaquin,37.9348,-121.2714
1437,2021,San Joaquin,Condo/Co-op,38.82,257431.82,San Joaquin,37.9348,-121.2714
1438,2021,San Joaquin,Multi-Family (2-4 Unit),71.55,496500,San Joaquin,37.9348,-121.2714
1439,2021,San Joaquin,Single Family Residential,632.45,546831.14,San Joaquin,37.9348,-121.2714
1440,2021,San Joaquin,Townhouse,1.62,438875,San Joaquin,37.9348,-121.2714
1441,2022,San Joaquin,All Residential,897,1030000,San Joaquin,37.9348,-121.2714
1442,2022,San Joaquin,Condo/Co-op,37,522000,San Joaquin,37.9348,-121.2714
1443,2022,San Joaquin,Multi-Family (2-4 Unit),88,1020000,San Joaquin,37.9348,-121.2714
1444,2022,San Joaquin,Single Family Residential,770,1048250,San Joaquin,37.9348,-121.2714
1445,2022,San Joaquin,Townhouse,1,341500,San Joaquin,37.9348,-121.2714
1446,2012,San Luis Obispo,All Residential,1139.45,402721.64,San Luis Obispo,35.3871,-120.4045
1447,2012,San Luis Obispo,Condo/Co-op,82.55,280812.73,San Luis Obispo,35.3871,-120.4045
1448,2012,San Luis Obispo,Multi-Family (2-4 Unit),25.36,447077.05,San Luis Obispo,35.3871,-120.4045
1449,2012,San Luis Obispo,Single Family Residential,1031.55,412113.64,San Luis Obispo,35.3871,-120.4045
1450,2013,San Luis Obispo,All Residential,907.73,460577.27,San Luis Obispo,35.3871,-120.4045
1451,2013,San Luis Obispo,Condo/Co-op,67.36,312788.23,San Luis Obispo,35.3871,-120.4045
1452,2013,San Luis Obispo,Multi-Family (2-4 Unit),23.45,657790.91,San Luis Obispo,35.3871,-120.4045
1453,2013,San Luis Obispo,Single Family Residential,816.91,473181.82,San Luis Obispo,35.3871,-120.4045
1454,2014,San Luis Obispo,All Residential,1092.18,492013.64,San Luis Obispo,35.3871,-120.4045
1455,2014,San Luis Obispo,Condo/Co-op,60.09,356926.23,San Luis Obispo,35.3871,-120.4045
1456,2014,San Luis Obispo,Multi-Family (2-4 Unit),32.18,624340.91,San Luis Obispo,35.3871,-120.4045
1457,2014,San Luis Obispo,Single Family Residential,999.82,505068.18,San Luis Obispo,35.3871,-120.4045
1458,2014,San Luis Obispo,Townhouse,0,750000,San Luis Obispo,35.3871,-120.4045
1459,2015,San Luis Obispo,All Residential,1112.09,537222.05,San Luis Obispo,35.3871,-120.4045
1460,2015,San Luis Obispo,Condo/Co-op,91.18,395295.45,San Luis Obispo,35.3871,-120.4045
1461,2015,San Luis Obispo,Multi-Family (2-4 Unit),28.27,656454.55,San Luis Obispo,35.3871,-120.4045
1462,2015,San Luis Obispo,Single Family Residential,992.64,549233.32,San Luis Obispo,35.3871,-120.4045
1463,2016,San Luis Obispo,All Residential,1125,565866.05,San Luis Obispo,35.3871,-120.4045
1464,2016,San Luis Obispo,Condo/Co-op,114.64,442652.86,San Luis Obispo,35.3871,-120.4045
1465,2016,San Luis Obispo,Multi-Family (2-4 Unit),30,793650,San Luis Obispo,35.3871,-120.4045
1466,2016,San Luis Obispo,Single Family Residential,979.36,577145.45,San Luis Obispo,35.3871,-120.4045
1467,2016,San Luis Obispo,Townhouse,0,520000,San Luis Obispo,35.3871,-120.4045
1468,2017,San Luis Obispo,All Residential,993.64,606613.64,San Luis Obispo,35.3871,-120.4045
1469,2017,San Luis Obispo,Condo/Co-op,92.18,436509.09,San Luis Obispo,35.3871,-120.4045
1470,2017,San Luis Obispo,Multi-Family (2-4 Unit),29.09,754181.82,San Luis Obispo,35.3871,-120.4045
1471,2017,San Luis Obispo,Single Family Residential,863.18,622204.55,San Luis Obispo,35.3871,-120.4045
1472,2017,San Luis Obispo,Townhouse,10.57,455678.57,San Luis Obispo,35.3871,-120.4045
1473,2018,San Luis Obispo,All Residential,1111.55,647909.09,San Luis Obispo,35.3871,-120.4045
1474,2018,San Luis Obispo,Condo/Co-op,86.18,451519.27,San Luis Obispo,35.3871,-120.4045
1475,2018,San Luis Obispo,Multi-Family (2-4 Unit),18.27,772213.64,San Luis Obispo,35.3871,-120.4045
1476,2018,San Luis Obispo,Single Family Residential,991.45,667606.36,San Luis Obispo,35.3871,-120.4045
1477,2018,San Luis Obispo,Townhouse,15.64,495636.36,San Luis Obispo,35.3871,-120.4045
1478,2019,San Luis Obispo,All Residential,1134.55,659181.36,San Luis Obispo,35.3871,-120.4045
1479,2019,San Luis Obispo,Condo/Co-op,92.64,468449.91,San Luis Obispo,35.3871,-120.4045
1480,2019,San Luis Obispo,Multi-Family (2-4 Unit),30.45,841295.45,San Luis Obispo,35.3871,-120.4045
1481,2019,San Luis Obispo,Single Family Residential,993.55,680454.55,San Luis Obispo,35.3871,-120.4045
1482,2019,San Luis Obispo,Townhouse,18.1,521525,San Luis Obispo,35.3871,-120.4045
1483,2020,San Luis Obispo,All Residential,854,695000,San Luis Obispo,35.3871,-120.4045
1484,2020,San Luis Obispo,Condo/Co-op,68.36,485818.18,San Luis Obispo,35.3871,-120.4045
1485,2020,San Luis Obispo,Multi-Family (2-4 Unit),16.8,811800,San Luis Obispo,35.3871,-120.4045
1486,2020,San Luis Obispo,Single Family Residential,754.82,714227.27,San Luis Obispo,35.3871,-120.4045
1487,2020,San Luis Obispo,Townhouse,14,565447.73,San Luis Obispo,35.3871,-120.4045
1488,2021,San Luis Obispo,All Residential,469.73,805545.45,San Luis Obispo,35.3871,-120.4045
1489,2021,San Luis Obispo,Condo/Co-op,33,533636.36,San Luis Obispo,35.3871,-120.4045
1490,2021,San Luis Obispo,Multi-Family (2-4 Unit),16.91,880000,San Luis Obispo,35.3871,-120.4045
1491,2021,San Luis Obispo,Single Family Residential,411.45,835590.91,San Luis Obispo,35.3871,-120.4045
1492,2021,San Luis Obispo,Townhouse,8.36,567863.64,San Luis Obispo,35.3871,-120.4045
1493,2022,San Luis Obispo,All Residential,535,1633000,San Luis Obispo,35.3871,-120.4045
1494,2022,San Luis Obispo,Condo/Co-op,37,1013250,San Luis Obispo,35.3871,-120.4045
1495,2022,San Luis Obispo,Multi-Family (2-4 Unit),15,1782500,San Luis Obispo,35.3871,-120.4045
1496,2022,San Luis Obispo,Single Family Residential,466,1675000,San Luis Obispo,35.3871,-120.4045
1497,2022,San Luis Obispo,Townhouse,17,1557000,San Luis Obispo,35.3871,-120.4045
1498,2012,San Mateo,All Residential,1033,683545.45,San Mateo,37.4229,-122.329
1499,2012,San Mateo,Condo/Co-op,165.55,384559.36,San Mateo,37.4229,-122.329
1500,2012,San Mateo,Multi-Family (2-4 Unit),49.91,768348.91,San Mateo,37.4229,-122.329
1501,2012,San Mateo,Single Family Residential,776.82,785500,San Mateo,37.4229,-122.329
1502,2012,San Mateo,Townhouse,40.73,620272.73,San Mateo,37.4229,-122.329
1503,2013,San Mateo,All Residential,781.45,840627.27,San Mateo,37.4229,-122.329
1504,2013,San Mateo,Condo/Co-op,112.55,508363.64,San Mateo,37.4229,-122.329
1505,2013,San Mateo,Multi-Family (2-4 Unit),36.82,918527.73,San Mateo,37.4229,-122.329
1506,2013,San Mateo,Single Family Residential,599.82,976636.36,San Mateo,37.4229,-122.329
1507,2013,San Mateo,Townhouse,32.27,782000,San Mateo,37.4229,-122.329
1508,2014,San Mateo,All Residential,730.36,942840.45,San Mateo,37.4229,-122.329
1509,2014,San Mateo,Condo/Co-op,108.18,594045.45,San Mateo,37.4229,-122.329
1510,2014,San Mateo,Multi-Family (2-4 Unit),31.45,1124045.45,San Mateo,37.4229,-122.329
1511,2014,San Mateo,Single Family Residential,559.09,1132795.45,San Mateo,37.4229,-122.329
1512,2014,San Mateo,Townhouse,31.64,876314.09,San Mateo,37.4229,-122.329
1513,2015,San Mateo,All Residential,620.27,1096636.36,San Mateo,37.4229,-122.329
1514,2015,San Mateo,Condo/Co-op,86.36,680186.36,San Mateo,37.4229,-122.329
1515,2015,San Mateo,Multi-Family (2-4 Unit),27.45,1310800,San Mateo,37.4229,-122.329
1516,2015,San Mateo,Single Family Residential,475.64,1318350,San Mateo,37.4229,-122.329
1517,2015,San Mateo,Townhouse,30.82,1079781.27,San Mateo,37.4229,-122.329
1518,2016,San Mateo,All Residential,742,1183477.27,San Mateo,37.4229,-122.329
1519,2016,San Mateo,Condo/Co-op,122.09,736140.91,San Mateo,37.4229,-122.329
1520,2016,San Mateo,Multi-Family (2-4 Unit),26.55,1366045.45,San Mateo,37.4229,-122.329
1521,2016,San Mateo,Single Family Residential,561.91,1373318.18,San Mateo,37.4229,-122.329
1522,2016,San Mateo,Townhouse,31.45,1151272.73,San Mateo,37.4229,-122.329
1523,2017,San Mateo,All Residential,575.91,1339950.45,San Mateo,37.4229,-122.329
1524,2017,San Mateo,Condo/Co-op,95,798272.73,San Mateo,37.4229,-122.329
1525,2017,San Mateo,Multi-Family (2-4 Unit),23.36,1576153.64,San Mateo,37.4229,-122.329
1526,2017,San Mateo,Single Family Residential,427.91,1532500,San Mateo,37.4229,-122.329
1527,2017,San Mateo,Townhouse,29.64,1317068.18,San Mateo,37.4229,-122.329
1528,2018,San Mateo,All Residential,654.64,1519068.18,San Mateo,37.4229,-122.329
1529,2018,San Mateo,Condo/Co-op,95.09,920272.73,San Mateo,37.4229,-122.329
1530,2018,San Mateo,Multi-Family (2-4 Unit),24.27,1745181.82,San Mateo,37.4229,-122.329
1531,2018,San Mateo,Single Family Residential,511,1706327.27,San Mateo,37.4229,-122.329
1532,2018,San Mateo,Townhouse,24.27,1445736.36,San Mateo,37.4229,-122.329
1533,2019,San Mateo,All Residential,781.55,1481681.82,San Mateo,37.4229,-122.329
1534,2019,San Mateo,Condo/Co-op,136,912090.91,San Mateo,37.4229,-122.329
1535,2019,San Mateo,Multi-Family (2-4 Unit),23.27,1782965.91,San Mateo,37.4229,-122.329
1536,2019,San Mateo,Single Family Residential,584.73,1692727.27,San Mateo,37.4229,-122.329
1537,2019,San Mateo,Townhouse,37.55,1404704.55,San Mateo,37.4229,-122.329
1538,2020,San Mateo,All Residential,854,1576136.36,San Mateo,37.4229,-122.329
1539,2020,San Mateo,Condo/Co-op,185.55,905413.64,San Mateo,37.4229,-122.329
1540,2020,San Mateo,Multi-Family (2-4 Unit),34,1711090.91,San Mateo,37.4229,-122.329
1541,2020,San Mateo,Single Family Residential,583.55,1816613.64,San Mateo,37.4229,-122.329
1542,2020,San Mateo,Townhouse,50.91,1373445.45,San Mateo,37.4229,-122.329
1543,2021,San Mateo,All Residential,693.91,1706477.27,San Mateo,37.4229,-122.329
1544,2021,San Mateo,Condo/Co-op,179.18,899136.36,San Mateo,37.4229,-122.329
1545,2021,San Mateo,Multi-Family (2-4 Unit),39.27,1747408.18,San Mateo,37.4229,-122.329
1546,2021,San Mateo,Single Family Residential,431.45,2035045.45,San Mateo,37.4229,-122.329
1547,2021,San Mateo,Townhouse,44,1489980.36,San Mateo,37.4229,-122.329
1548,2022,San Mateo,All Residential,677,3131000,San Mateo,37.4229,-122.329
1549,2022,San Mateo,Condo/Co-op,192,1745000,San Mateo,37.4229,-122.329
1550,2022,San Mateo,Multi-Family (2-4 Unit),30,3930505.5,San Mateo,37.4229,-122.329
1551,2022,San Mateo,Single Family Residential,425,3863000,San Mateo,37.4229,-122.329
1552,2022,San Mateo,Townhouse,30,2832500,San Mateo,37.4229,-122.329
1553,2012,Santa Barbara,All Residential,1481.45,374602.27,Santa Barbara,34.6729,-120.0165
1554,2012,Santa Barbara,Condo/Co-op,183.91,300977.27,Santa Barbara,34.6729,-120.0165
1555,2012,Santa Barbara,Multi-Family (2-4 Unit),37.64,661272.73,Santa Barbara,34.6729,-120.0165
1556,2012,Santa Barbara,Single Family Residential,1203.55,383659.09,Santa Barbara,34.6729,-120.0165
1557,2012,Santa Barbara,Townhouse,56.36,463563.18,Santa Barbara,34.6729,-120.0165
1558,2013,Santa Barbara,All Residential,1026.73,505045.45,Santa Barbara,34.6729,-120.0165
1559,2013,Santa Barbara,Condo/Co-op,126.64,420272.73,Santa Barbara,34.6729,-120.0165
1560,2013,Santa Barbara,Multi-Family (2-4 Unit),36.36,713000,Santa Barbara,34.6729,-120.0165
1561,2013,Santa Barbara,Single Family Residential,833.64,506511.36,Santa Barbara,34.6729,-120.0165
1562,2013,Santa Barbara,Townhouse,30.09,577204.55,Santa Barbara,34.6729,-120.0165
1563,2014,Santa Barbara,All Residential,1084.82,551454.55,Santa Barbara,34.6729,-120.0165
1564,2014,Santa Barbara,Condo/Co-op,138.36,538352.05,Santa Barbara,34.6729,-120.0165
1565,2014,Santa Barbara,Multi-Family (2-4 Unit),36.45,911136.36,Santa Barbara,34.6729,-120.0165
1566,2014,Santa Barbara,Single Family Residential,870.18,536754.09,Santa Barbara,34.6729,-120.0165
1567,2014,Santa Barbara,Townhouse,39.82,601659.09,Santa Barbara,34.6729,-120.0165
1568,2015,Santa Barbara,All Residential,1224.82,567175.27,Santa Barbara,34.6729,-120.0165
1569,2015,Santa Barbara,Condo/Co-op,129.27,588645.45,Santa Barbara,34.6729,-120.0165
1570,2015,Santa Barbara,Multi-Family (2-4 Unit),42.09,860113.64,Santa Barbara,34.6729,-120.0165
1571,2015,Santa Barbara,Single Family Residential,1018.64,530401.32,Santa Barbara,34.6729,-120.0165
1572,2015,Santa Barbara,Townhouse,34.82,657931.82,Santa Barbara,34.6729,-120.0165
1573,2016,Santa Barbara,All Residential,1298.91,581613.64,Santa Barbara,34.6729,-120.0165
1574,2016,Santa Barbara,Condo/Co-op,148.91,556589.5,Santa Barbara,34.6729,-120.0165
1575,2016,Santa Barbara,Multi-Family (2-4 Unit),37.18,945954.55,Santa Barbara,34.6729,-120.0165
1576,2016,Santa Barbara,Single Family Residential,1074,563000,Santa Barbara,34.6729,-120.0165
1577,2016,Santa Barbara,Townhouse,38.82,711386.36,Santa Barbara,34.6729,-120.0165
1578,2017,Santa Barbara,All Residential,1111.36,625943.18,Santa Barbara,34.6729,-120.0165
1579,2017,Santa Barbara,Condo/Co-op,132.64,568000,Santa Barbara,34.6729,-120.0165
1580,2017,Santa Barbara,Multi-Family (2-4 Unit),36.09,1126750,Santa Barbara,34.6729,-120.0165
1581,2017,Santa Barbara,Single Family Residential,903.09,623595.45,Santa Barbara,34.6729,-120.0165
1582,2017,Santa Barbara,Townhouse,39.55,714909.09,Santa Barbara,34.6729,-120.0165
1583,2018,Santa Barbara,All Residential,1209.18,617300,Santa Barbara,34.6729,-120.0165
1584,2018,Santa Barbara,Condo/Co-op,158.82,606895.45,Santa Barbara,34.6729,-120.0165
1585,2018,Santa Barbara,Multi-Family (2-4 Unit),37.09,755647.73,Santa Barbara,34.6729,-120.0165
1586,2018,Santa Barbara,Single Family Residential,950.18,604598.64,Santa Barbara,34.6729,-120.0165
1587,2018,Santa Barbara,Townhouse,63.09,730472.27,Santa Barbara,34.6729,-120.0165
1588,2019,Santa Barbara,All Residential,1149.27,656613.64,Santa Barbara,34.6729,-120.0165
1589,2019,Santa Barbara,Condo/Co-op,151.91,587809.09,Santa Barbara,34.6729,-120.0165
1590,2019,Santa Barbara,Multi-Family (2-4 Unit),37.27,1109840.91,Santa Barbara,34.6729,-120.0165
1591,2019,Santa Barbara,Single Family Residential,913.55,658772.73,Santa Barbara,34.6729,-120.0165
1592,2019,Santa Barbara,Townhouse,46.55,803434.64,Santa Barbara,34.6729,-120.0165
1593,2020,Santa Barbara,All Residential,814.45,776681.82,Santa Barbara,34.6729,-120.0165
