,Year,County,Property_type,mean_inventory,Median_sales_price
1864,2021,Stanislaus County,Multi-Family (2-4 Unit),38.55,498454.55
1865,2021,Stanislaus County,Single Family Residential,417.55,462613.64
1866,2021,Stanislaus County,Townhouse,1.22,363611.11
1867,2022,Stanislaus County,All Residential,611.0,899000.0
1868,2022,Stanislaus County,Condo/Co-op,7.0,560000.0
1869,2022,Stanislaus County,Multi-Family (2-4 Unit),62.0,1019000.0
1870,2022,Stanislaus County,Single Family Residential,542.0,910000.0
1871,2022,Stanislaus County,Townhouse,0.0,275000.0
1872,2012,Sutter County,All Residential,2.18,170272.73
1873,2012,Sutter County,Single Family Residential,2.18,170272.73
1874,2013,Sutter County,All Residential,2.27,210545.45
1875,2013,Sutter County,Single Family Residential,2.27,210545.45
1876,2014,Sutter County,All Residential,2.18,233159.09
1877,2014,Sutter County,Condo/Co-op,0.0,115000.0
1878,2014,Sutter County,Single Family Residential,2.18,233977.27
1879,2015,Sutter County,All Residential,1.18,247590.91
1880,2015,Sutter County,Condo/Co-op,0.0,180000.0
1881,2015,Sutter County,Single Family Residential,1.18,247613.64
1882,2016,Sutter County,All Residential,2.18,286363.64
1883,2016,Sutter County,Condo/Co-op,0.0,115000.0
1884,2016,Sutter County,Multi-Family (2-4 Unit),0.0,595000.0
1885,2016,Sutter County,Single Family Residential,2.18,287681.82
1886,2017,Sutter County,All Residential,1.73,297554.55
1887,2017,Sutter County,Condo/Co-op,0.0,75500.0
1888,2017,Sutter County,Multi-Family (2-4 Unit),0.0,318000.0
1889,2017,Sutter County,Single Family Residential,1.27,297918.18
1890,2018,Sutter County,All Residential,1.18,326631.82
1891,2018,Sutter County,Condo/Co-op,0.0,234750.0
1892,2018,Sutter County,Multi-Family (2-4 Unit),0.0,1100000.0
1893,2018,Sutter County,Single Family Residential,1.18,326813.64
1894,2019,Sutter County,All Residential,1.64,337090.91
1895,2019,Sutter County,Condo/Co-op,0.0,191333.33
1896,2019,Sutter County,Multi-Family (2-4 Unit),0.0,245000.0
1897,2019,Sutter County,Single Family Residential,1.64,338568.18
1898,2020,Sutter County,All Residential,0.78,394833.33
1899,2020,Sutter County,Condo/Co-op,0.0,401500.0
1900,2020,Sutter County,Multi-Family (2-4 Unit),0.0,451666.67
1901,2020,Sutter County,Single Family Residential,0.78,399000.0
1902,2021,Sutter County,All Residential,61.27,442272.73
1903,2021,Sutter County,Condo/Co-op,0.38,200750.0
1904,2021,Sutter County,Multi-Family (2-4 Unit),6.78,405638.89
1905,2021,Sutter County,Single Family Residential,55.18,451409.09
1906,2021,Sutter County,Townhouse,0.0,244000.0
1907,2022,Sutter County,All Residential,118.0,836750.0
1908,2022,Sutter County,Condo/Co-op,3.0,413000.0
1909,2022,Sutter County,Multi-Family (2-4 Unit),11.0,825000.0
1910,2022,Sutter County,Single Family Residential,102.0,840000.0
1911,2012,Ventura County,All Residential,1835.45,396440.91
1912,2012,Ventura County,Condo/Co-op,245.64,225581.82
1913,2012,Ventura County,Multi-Family (2-4 Unit),30.36,449831.82
1914,2012,Ventura County,Single Family Residential,1413.82,447000.0
1915,2012,Ventura County,Townhouse,145.64,311486.36
1916,2013,Ventura County,All Residential,1361.36,483872.73
1917,2013,Ventura County,Condo/Co-op,168.27,291360.77
1918,2013,Ventura County,Multi-Family (2-4 Unit),24.55,495181.82
1919,2013,Ventura County,Single Family Residential,1070.09,537000.0
1920,2013,Ventura County,Townhouse,98.45,370614.86
1921,2014,Ventura County,All Residential,1917.73,521207.36
1922,2014,Ventura County,Condo/Co-op,260.0,323772.73
1923,2014,Ventura County,Multi-Family (2-4 Unit),39.36,659568.18
1924,2014,Ventura County,Single Family Residential,1467.36,582045.45
1925,2014,Ventura County,Townhouse,151.0,413977.27
1926,2015,Ventura County,All Residential,1915.09,556276.45
1927,2015,Ventura County,Condo/Co-op,231.64,351681.82
1928,2015,Ventura County,Multi-Family (2-4 Unit),52.0,612434.09
1929,2015,Ventura County,Single Family Residential,1487.55,622386.36
1930,2015,Ventura County,Townhouse,143.91,439454.55
1931,2016,Ventura County,All Residential,1949.18,583931.82
1932,2016,Ventura County,Condo/Co-op,254.73,375095.45
1933,2016,Ventura County,Multi-Family (2-4 Unit),51.45,693154.55
1934,2016,Ventura County,Single Family Residential,1517.55,651063.18
1935,2016,Ventura County,Townhouse,125.45,464026.82
1936,2017,Ventura County,All Residential,1656.0,621545.45
1937,2017,Ventura County,Condo/Co-op,209.45,410159.09
1938,2017,Ventura County,Multi-Family (2-4 Unit),39.36,691704.55
1939,2017,Ventura County,Single Family Residential,1289.91,684227.27
1940,2017,Ventura County,Townhouse,117.27,495318.18
1941,2018,Ventura County,All Residential,1882.36,651681.82
1942,2018,Ventura County,Condo/Co-op,267.91,432800.0
1943,2018,Ventura County,Multi-Family (2-4 Unit),38.45,756418.18
1944,2018,Ventura County,Single Family Residential,1439.09,712590.91
1945,2018,Ventura County,Townhouse,136.91,528563.64
1946,2019,Ventura County,All Residential,2354.0,654931.82
1947,2019,Ventura County,Condo/Co-op,366.36,441068.18
1948,2019,Ventura County,Multi-Family (2-4 Unit),46.64,810227.27
1949,2019,Ventura County,Single Family Residential,1746.09,710090.91
1950,2019,Ventura County,Townhouse,194.91,542302.09
1951,2020,Ventura County,All Residential,1777.27,712090.91
1952,2020,Ventura County,Condo/Co-op,288.18,469000.0
1953,2020,Ventura County,Multi-Family (2-4 Unit),34.27,879840.91
1954,2020,Ventura County,Single Family Residential,1306.91,780045.45
1955,2020,Ventura County,Townhouse,147.91,564636.36
1956,2021,Ventura County,All Residential,1267.18,830381.82
1957,2021,Ventura County,Condo/Co-op,167.82,525863.64
1958,2021,Ventura County,Multi-Family (2-4 Unit),29.0,881863.64
1959,2021,Ventura County,Single Family Residential,969.64,900318.18
1960,2021,Ventura County,Townhouse,100.73,649000.0
1961,2022,Ventura County,All Residential,1566.0,1611500.0
1962,2022,Ventura County,Condo/Co-op,254.0,1039000.0
1963,2022,Ventura County,Multi-Family (2-4 Unit),22.0,2042500.0
1964,2022,Ventura County,Single Family Residential,1143.0,1760000.0
1965,2022,Ventura County,Townhouse,147.0,1292500.0
1966,2012,Yolo County,All Residential,497.91,251050.68
1967,2012,Yolo County,Condo/Co-op,33.09,151559.09
1968,2012,Yolo County,Multi-Family (2-4 Unit),18.73,257415.27
1969,2012,Yolo County,Single Family Residential,444.82,259136.36
1970,2012,Yolo County,Townhouse,1.0,405000.0
1971,2013,Yolo County,All Residential,315.18,314331.82
1972,2013,Yolo County,Condo/Co-op,20.55,203604.55
1973,2013,Yolo County,Multi-Family (2-4 Unit),9.82,401495.45
1974,2013,Yolo County,Single Family Residential,284.36,322113.64
1975,2013,Yolo County,Townhouse,0.75,267375.0
1976,2014,Yolo County,All Residential,365.55,358181.36
1977,2014,Yolo County,Condo/Co-op,23.36,230104.55
1978,2014,Yolo County,Multi-Family (2-4 Unit),10.55,427909.09
1979,2014,Yolo County,Single Family Residential,329.73,369221.73
1980,2014,Yolo County,Townhouse,1.67,337000.0
1981,2015,Yolo County,All Residential,349.36,394436.36
1982,2015,Yolo County,Condo/Co-op,22.0,252500.0
1983,2015,Yolo County,Multi-Family (2-4 Unit),16.78,564833.33
1984,2015,Yolo County,Single Family Residential,309.27,403883.86
1985,2015,Yolo County,Townhouse,2.0,312375.0
1986,2016,Yolo County,All Residential,335.82,416772.73
1987,2016,Yolo County,Condo/Co-op,18.36,285250.0
1988,2016,Yolo County,Multi-Family (2-4 Unit),15.6,511273.85
1989,2016,Yolo County,Single Family Residential,301.82,425918.18
1990,2016,Yolo County,Townhouse,0.75,331750.0
1991,2017,Yolo County,All Residential,289.18,446818.18
1992,2017,Yolo County,Condo/Co-op,11.0,326000.0
1993,2017,Yolo County,Multi-Family (2-4 Unit),11.91,595645.45
1994,2017,Yolo County,Single Family Residential,265.64,455068.18
1995,2017,Yolo County,Townhouse,1.33,450333.33
1996,2018,Yolo County,All Residential,327.91,472636.36
1997,2018,Yolo County,Condo/Co-op,23.0,364568.18
1998,2018,Yolo County,Multi-Family (2-4 Unit),11.09,686622.73
1999,2018,Yolo County,Single Family Residential,293.36,480409.09
2000,2018,Yolo County,Townhouse,0.67,458333.33
2001,2019,Yolo County,All Residential,357.45,488377.95
2002,2019,Yolo County,Condo/Co-op,28.73,399009.09
2003,2019,Yolo County,Multi-Family (2-4 Unit),8.09,509222.68
2004,2019,Yolo County,Single Family Residential,320.09,495838.41
2005,2019,Yolo County,Townhouse,0.0,577500.0
2006,2020,Yolo County,All Residential,275.36,521272.73
2007,2020,Yolo County,Condo/Co-op,26.18,398693.82
2008,2020,Yolo County,Multi-Family (2-4 Unit),9.2,525500.0
2009,2020,Yolo County,Single Family Residential,238.73,528654.09
2010,2020,Yolo County,Townhouse,1.33,349666.67
2011,2021,Yolo County,All Residential,176.09,598745.45
2012,2021,Yolo County,Condo/Co-op,16.27,438017.27
2013,2021,Yolo County,Multi-Family (2-4 Unit),9.91,760045.45
2014,2021,Yolo County,Single Family Residential,147.73,608409.09
2015,2021,Yolo County,Townhouse,2.1,606958.7
2016,2022,Yolo County,All Residential,194.0,1145000.0
2017,2022,Yolo County,Condo/Co-op,15.0,911500.0
2018,2022,Yolo County,Multi-Family (2-4 Unit),11.0,937000.0
2019,2022,Yolo County,Single Family Residential,166.0,1178000.0
2020,2022,Yolo County,Townhouse,2.0,790000.0
2021,2012,Yuba County,All Residential,3.0,172754.55
2022,2012,Yuba County,Condo/Co-op,0.0,28000.0
2023,2012,Yuba County,Multi-Family (2-4 Unit),0.0,575000.0
2024,2012,Yuba County,Single Family Residential,3.0,173254.55
2025,2013,Yuba County,All Residential,3.91,220140.91
2026,2013,Yuba County,Multi-Family (2-4 Unit),0.0,685000.0
2027,2013,Yuba County,Single Family Residential,3.91,220027.27
2028,2014,Yuba County,All Residential,5.0,241390.91
2029,2014,Yuba County,Multi-Family (2-4 Unit),0.0,402500.0
2030,2014,Yuba County,Single Family Residential,5.0,240850.0
2031,2015,Yuba County,All Residential,4.18,255772.73
2032,2015,Yuba County,Multi-Family (2-4 Unit),0.0,290000.0
2033,2015,Yuba County,Single Family Residential,4.18,255909.09
2034,2016,Yuba County,All Residential,2.36,276613.64
2035,2016,Yuba County,Multi-Family (2-4 Unit),0.0,382333.33
2036,2016,Yuba County,Single Family Residential,2.36,277159.09
2037,2017,Yuba County,All Residential,1.55,296295.45
2038,2017,Yuba County,Condo/Co-op,0.0,111000.0
2039,2017,Yuba County,Multi-Family (2-4 Unit),0.0,252666.67
2040,2017,Yuba County,Single Family Residential,1.55,297022.73
2041,2018,Yuba County,All Residential,1.91,301459.09
2042,2018,Yuba County,Condo/Co-op,0.0,140000.0
2043,2018,Yuba County,Multi-Family (2-4 Unit),0.0,545000.0
2044,2018,Yuba County,Single Family Residential,1.91,301413.64
2045,2019,Yuba County,All Residential,16.36,343309.09
2046,2019,Yuba County,Condo/Co-op,0.0,260000.0
2047,2019,Yuba County,Multi-Family (2-4 Unit),0.17,359041.67
2048,2019,Yuba County,Single Family Residential,16.18,344209.09
2049,2020,Yuba County,All Residential,9.91,363195.45
2050,2020,Yuba County,Condo/Co-op,0.0,143000.0
2051,2020,Yuba County,Multi-Family (2-4 Unit),0.0,426250.0
2052,2020,Yuba County,Single Family Residential,9.91,364840.91
2053,2021,Yuba County,All Residential,85.45,434859.09
2054,2021,Yuba County,Condo/Co-op,1.0,167625.0
2055,2021,Yuba County,Multi-Family (2-4 Unit),8.2,416240.0
2056,2021,Yuba County,Single Family Residential,77.36,438396.95
2057,2021,Yuba County,Townhouse,0.0,149000.0
2058,2022,Yuba County,All Residential,166.0,851500.0
2059,2022,Yuba County,Condo/Co-op,0.0,162000.0
2060,2022,Yuba County,Multi-Family (2-4 Unit),14.0,1028750.0
2061,2022,Yuba County,Single Family Residential,151.0,851500.0
